analysis_id,resolution,sample,x,y,lag_intervals,lag_minutes,correlation,paired_observations
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,5,25,0.06047871148009287,43
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,6,30,-0.05914547904563824,42
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,7,35,-0.1033883704065815,41
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,8,40,-0.22716286186886353,40
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,9,45,0.008634518679382442,39
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,10,50,-0.25134057217558164,38
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,11,55,0.08307664904018262,37
5m_event_local_4h_confirmed_exchange_out_atom_to_spot_range_stress,5m,event_local_4h,confirmed_exchange_out_atom,spot_range_stress,12,60,-0.21062802723578336,36
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-12,-60,0.1774753900970408,36
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-11,-55,0.16255021821658863,37
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-10,-50,0.1136070479861595,38
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-9,-45,0.06327760381740892,39
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-8,-40,0.05588128622404978,40
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-7,-35,0.10770014616194336,41
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-6,-30,0.17998952856422892,42
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-5,-25,0.14426585581074272,43
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-4,-20,-0.060044319623479066,44
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-3,-15,-0.29076817021633905,45
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-2,-10,-0.03986594861360328,46
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,-1,-5,-0.010161281547787105,47
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,0,0,-0.006575234704802903,48
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,1,5,0.10187222724557264,47
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,2,10,0.03809866803791097,46
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,3,15,0.06793837525376523,45
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,4,20,0.10817510432978203,44
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,5,25,0.01982558637094974,43
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,6,30,-0.1382617244469698,42
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,7,35,-0.21580746960665217,41
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,8,40,-0.215249824741659,40
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,9,45,-0.5058765246019289,39
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,10,50,-0.1431577002183437,38
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,11,55,-0.21551822759025838,37
5m_event_local_4h_unconfirmed_behavioral_in_atom_to_spot_range_stress,5m,event_local_4h,unconfirmed_behavioral_in_atom,spot_range_stress,12,60,-0.05699353696292593,36
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-12,-60,0.2087121614978912,36
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-11,-55,0.1539533460184449,37
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-10,-50,0.10670875793412046,38
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-9,-45,0.066986407944399,39
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-8,-40,0.053870026920127545,40
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-7,-35,0.11542384282806857,41
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-6,-30,0.17690685780896945,42
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-5,-25,0.1470718261270137,43
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-4,-20,-0.03395570080936179,44
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-3,-15,-0.2639134935137615,45
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-2,-10,-0.04448346065756745,46
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,-1,-5,-0.010963798154896696,47
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,0,0,0.0013255652131714377,48
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,1,5,0.10062189323197654,47
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,2,10,0.03159995268794571,46
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,3,15,0.05647533947285893,45
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,4,20,0.10261415296640142,44
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,5,25,0.013767438508875981,43
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,6,30,-0.15526107673261816,42
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,7,35,-0.23697438525395367,41
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,8,40,-0.24237699998192744,40
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,9,45,-0.521983800467452,39
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,10,50,-0.1544748996872148,38
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,11,55,-0.19519732929571387,37
5m_event_local_4h_all_behavioral_candidate_in_atom_to_spot_range_stress,5m,event_local_4h,all_behavioral_candidate_in_atom,spot_range_stress,12,60,-0.06199842314467131,36
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-12,-60,0.2120877433081739,36
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-11,-55,-0.2179559934692908,37
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-10,-50,-0.10035755577378767,38
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-9,-45,-0.09163739389795561,39
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-8,-40,0.24295512426409227,40
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-7,-35,-0.15978079966996667,41
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-6,-30,0.07513316726996816,42
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-5,-25,0.2230124580370106,43
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-4,-20,0.12394519730733591,44
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-3,-15,-0.13076319303047687,45
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-2,-10,0.10508268433170885,46
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,-1,-5,-0.17723496134380304,47
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,0,0,0.008503758647086258,48
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,1,5,-0.07507632992990017,47
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,2,10,0.09063576554918276,46
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,3,15,-0.15144427558140824,45
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,4,20,-0.07203558057487407,44
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,5,25,0.019766291093596563,43
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,6,30,0.01227479763334001,42
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,7,35,0.015107102519778612,41
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,8,40,0.08470869204542399,40
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,9,45,-0.030904567513740662,39
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,10,50,0.09487549771357363,38
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,11,55,-0.06503402413094025,37
5m_event_local_4h_confirmed_exchange_net_in_atom_to_spot_return,5m,event_local_4h,confirmed_exchange_net_in_atom,spot_return,12,60,0.0661456581233191,36
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-12,-60,0.2575769885236051,36
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-11,-55,0.15757441203721334,37
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-10,-50,0.15451624831789032,38
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-9,-45,0.14566795932380605,39
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-8,-40,0.2191156464488503,40
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-7,-35,0.16352652313273253,41
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-6,-30,0.0915717987013553,42
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-5,-25,0.00927147663937197,43
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-4,-20,0.06905257637644004,44
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-3,-15,0.03116129264738401,45
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-2,-10,-0.00911575513019114,46
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,-1,-5,0.06673572277576631,47
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,0,0,-0.0031527486671052585,48
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,1,5,0.029824013508986853,47
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,2,10,-0.12265898302283407,46
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,3,15,0.042341284146276026,45
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,4,20,-0.06962677956496666,44
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,5,25,-0.043720444189840724,43
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,6,30,-0.15753852175110164,42
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,7,35,-0.38333889262117726,41
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,8,40,-0.23777453225560602,40
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,9,45,0.0067943622288899365,39
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,10,50,-0.2434870040818481,38
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,11,55,-0.0246036564719899,37
5m_event_local_4h_ibc_inbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_inbound_atom,spot_range_stress,12,60,-0.0017516024277707412,36
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-12,-60,0.1291791188150858,36
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-11,-55,0.12060049194480084,37
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-10,-50,0.0988795457263426,38
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-9,-45,0.08022559717662218,39
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-8,-40,0.177582134204425,40
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-7,-35,0.03413934530285588,41
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-6,-30,0.09273531749071733,42
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-5,-25,0.1118965027825783,43
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-4,-20,0.2884161893147431,44
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-3,-15,0.04714583985040177,45
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-2,-10,0.038062072701064494,46
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,-1,-5,0.05909742316321674,47
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,0,0,0.0710325850444147,48
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,1,5,0.12031963370279808,47
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,2,10,0.06342104435069362,46
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,3,15,0.06784402115960848,45
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,4,20,0.0790889763310936,44
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,5,25,0.094928490775592,43
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,6,30,0.1255073282053487,42
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,7,35,-0.3023672561225258,41
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,8,40,-0.16601157282580456,40
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,9,45,0.03157467627446539,39
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,10,50,-0.2286720963405391,38
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,11,55,-0.22182622034233812,37
5m_event_local_4h_ibc_outbound_atom_to_spot_range_stress,5m,event_local_4h,ibc_outbound_atom,spot_range_stress,12,60,-0.11270959565047918,36
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-12,-60,0.017263888362496333,36
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-11,-55,-0.049451243505324476,37
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-10,-50,-0.2116093149888355,38
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-9,-45,-0.1616862672352123,39
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-8,-40,-0.08355585852729494,40
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-7,-35,0.1871223781465013,41
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-6,-30,0.3228757263838946,42
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-5,-25,0.2748048172092866,43
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-4,-20,0.030355559992758945,44
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-3,-15,0.036820696451317865,45
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-2,-10,-0.13336185197993333,46
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,-1,-5,0.12645254961625724,47
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,0,0,0.13072284819044733,48
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,1,5,0.03499603503806644,47
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,2,10,-0.008173648325652764,46
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,3,15,0.14610295385298358,45
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,4,20,0.13292370605366022,44
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,5,25,0.07729014300139847,43
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,6,30,-0.1682224586535899,42
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,7,35,-0.11398110795319885,41
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,8,40,-0.0155322239284964,40
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,9,45,-0.023489054043741166,39
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,10,50,-0.20050925031360448,38
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,11,55,-0.17882286233082442,37
5m_event_local_4h_ibc_net_inbound_atom_to_spot_return,5m,event_local_4h,ibc_net_inbound_atom,spot_return,12,60,-0.03964991570376016,36
